"NAME_3","NAME_4","VDC_name"
"Syangja","DhapukSimalBhanjyan","Dhapuksimalbhanjyang"
"Syangja","DarsingDahathum","Darsingdahathum"
"Syangja","BirghaArchale","Birghaarchale"
"Syangja","WangsingDeurali","Wangsingdeurali"
"Syangja","BenethokDeurali","Benethokdeurali"
"Syangja","Arjun Chaupari","Arjunchaupari"
"Syangja","SatauDarau","Sataudarau"
"Syangja","WalingN.P.","Waling N.P."
"Syangja","KewareBhanjyang","Kewarebhanjyang"
"Syangja","BiruwaArchale","Biruwaarchale"
"Syangja","ShreekrishnaGandaki","Shreekrishnagandaki"
"Tanahu","JamuneBhanjyang","Jamunebhanjyang"
"Tanahu","ChokChisapani","Chokchisapani"
"Tanahu","ByasN.P.","Byas N.P."
"Tanahu","ShambuBhagawatipur","Shambubhagawatipur"
"Tanahu","KahuShivapur","Kahushivapur"
"Terhathum","SankrantiBazar","Sankrantibazar"
"Terhathum","ShreeJung","Shreejung"
"Terhathum","PanchakanyaPokhari","Panchakanyapokhari"
"Udayapur","TriyugaN.P.","Trijuga N.P."
"Udayapur","ShorungChabise","Shorungchabise"
